Route,Direction,Period,Pattern,Block,Trip,Service Type,Avg. Ons,Avg. Offs,Avg. Time,Avg. P/Vh,Avg. Dist,Avg. M/H,Avg. P/M,Avg. PM,Max Load,Trips Sampled,Trips Scheduled
42,Eastbound,Midday,E03,9109,[09:49] 7068530,WEEKDAY,43,43,00:57:54,44.56,6.69,6.93,6.43,71.15,20.44,27,114
42,Eastbound,Midday,E01,9103,[09:54] 7068529,WEEKDAY,55,55,01:05:17,50.54,7.97,7.33,6.9,122.28,28.27,30,114
42,Eastbound,Midday,E03,9104,[10:09] 7068525,WEEKDAY,44,44,00:57:37,45.81,6.64,6.92,6.62,81.47,23.42,31,114
42,Eastbound,Midday,E01,9110,[10:14] 7068528,WEEKDAY,38,38,01:01:04,37.33,8.03,7.89,4.73,78.98,19,21,114
42,Eastbound,Midday,E03,9115,[10:29] 7068527,WEEKDAY,29,29,00:55:39,31.26,6.74,7.27,4.3,53.33,15.19,47,114
42,Eastbound,Midday,E01,9134,[10:34] 7068526,WEEKDAY,55,55,01:05:40,50.25,7.93,7.25,6.93,106.06,24.21,28,114
42,Eastbound,Midday,E03,9135,[10:49] 7068524,WEEKDAY,46,46,00:58:12,47.42,6.66,6.86,6.91,74.61,21.35,20,114
42,Eastbound,Midday,E01,9119,[10:54] 7068522,WEEKDAY,42,42,01:00:31,41.63,7.78,7.71,5.4,76.1,20,36,114
42,Eastbound,Midday,E03,9136,[11:09] 7068590,WEEKDAY,45,45,01:01:58,43.56,6.69,6.48,6.73,71.96,21.11,36,114
42,Eastbound,Midday,E01,9137,[11:14] 7068589,WEEKDAY,41,41,01:11:58,34.18,7.88,6.57,5.2,81.33,19.35,34,114
42,Eastbound,Midday,E03,9138,[11:29] 7068588,WEEKDAY,40,40,00:56:47,42.26,6.66,7.04,6,66.31,19.38,26,114
42,Eastbound,Midday,E01,9123,[11:33] 7068587,WEEKDAY,40,40,01:03:28,37.81,8.05,7.61,4.97,73.91,17.93,46,114
42,Eastbound,Midday,E03,9108,[11:48] 7068586,WEEKDAY,40,40,00:59:02,40.65,6.75,6.86,5.92,62.83,19.58,33,114
42,Eastbound,Midday,E01,9106,[11:52] 7068585,WEEKDAY,50,50,01:00:51,49.29,8.01,7.89,6.25,88.96,22.65,31,114
42,Eastbound,Midday,E03,9109,[12:08] 7068584,WEEKDAY,44,44,00:59:38,44.26,6.73,6.77,6.54,77.25,20.33,27,114
42,Eastbound,Midday,E01,9140,[12:12] 7068583,WEEKDAY,50,50,01:04:53,46.23,8.02,7.42,6.23,93.59,20.53,45,114
42,Eastbound,Midday,E03,9141,[12:28] 7068582,WEEKDAY,44,44,00:57:44,45.72,6.71,6.97,6.56,67.71,19.44,25,114
42,Eastbound,Midday,E01,9110,[12:32] 7068581,WEEKDAY,47,47,01:02:28,44.17,8.01,7.69,5.74,82.67,20.55,20,114
42,Eastbound,Midday,E03,9142,[12:48] 7068580,WEEKDAY,43,43,00:57:13,45.09,6.73,7.06,6.39,70.87,20.22,37,114
