Route,Direction,Period,Pattern,Block,Trip,Service Type,Avg. Ons,Avg. Offs,Avg. Time,Avg. P/Vh,Avg. Dist,Avg. M/H,Avg. P/M,Avg. PM,Max Load,Trips Sampled,Trips Scheduled
21,Eastbound,Midday,E01,9128,[09:16] 7061769,WEEKDAY,53,53,0:52:16,60.82,6.27,7.2,8.45,88.23,26.14,14,114
21,Eastbound,Midday,E01,9108,[09:19] 7062315,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9130,[09:26] 7061770,WEEKDAY,43,43,0:51:43,49.89,6.25,7.25,6.88,76.1,23.9,78,114
21,Eastbound,Midday,E01,9116,[09:35] 7062328,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9133,[09:36] 7061771,WEEKDAY,55,55,0:51:42,62.66,6.23,7.23,8.67,91.77,28.54,26,114
21,Eastbound,Midday,E01,9409,[09:46] 7061799,WEEKDAY,46,46,0:52:05,52.98,6.27,7.22,7.34,78.14,23.96,47,114
21,Eastbound,Midday,E01,9110,[09:50] 7062327,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9111,[09:56] 7061800,WEEKDAY,58,58,0:53:10,65.44,6.3,7.11,9.21,98.81,29.09,23,114
21,Eastbound,Midday,E01,9105,[10:05] 7062358,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9113,[10:06] 7061801,WEEKDAY,44,44,0:49:35,53.23,6.21,7.51,7.09,66.19,19.58,24,114
21,Eastbound,Midday,E01,9114,[10:16] 7061802,WEEKDAY,49,49,0:52:50,55.65,6.27,7.12,7.82,74.06,22.48,21,114
21,Eastbound,Midday,E01,9104,[10:21] 7062351,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9116,[10:26] 7061803,WEEKDAY,48,48,0:50:48,56.69,6.23,7.36,7.7,82.3,23.44,25,114
21,Eastbound,Midday,E01,9118,[10:36] 7061804,WEEKDAY,50,50,0:54:30,55.04,6.26,6.89,7.99,80.1,22.3,33,114
21,Eastbound,Midday,E01,9113,[10:37] 7062350,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9120,[10:46] 7061798,WEEKDAY,48,48,0:50:41,56.81,6.28,7.44,7.64,75.45,22.4,20,114
21,Eastbound,Midday,E01,9107,[10:53] 7062349,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9105,[10:56] 7061805,WEEKDAY,66,66,0:54:47,72.28,6.25,6.85,10.56,104.02,27.68,22,114
21,Eastbound,Midday,E01,9124,[11:06] 7061816,WEEKDAY,53,53,0:53:31,59.4,6.24,6.99,8.49,80.99,22.97,31,114
21,Eastbound,Midday,E01,9108,[11:09] 7062348,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9107,[11:16] 7061772,WEEKDAY,54,54,0:55:08,58.76,6.2,6.74,8.71,76.71,22.57,30,114
21,Eastbound,Midday,E01,9116,[11:25] 7062347,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9128,[11:26] 7061773,WEEKDAY,54,54,0:53:47,60.23,6.27,6.99,8.62,80.16,22.29,14,114
21,Eastbound,Midday,E01,9606,[11:36] 7061774,WEEKDAY,49,49,0:52:46,55.71,6.22,7.07,7.88,72.11,21.63,30,114
21,Eastbound,Midday,E01,9110,[11:41] 7062346,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9133,[11:45] 7061775,WEEKDAY,49,49,0:53:52,54.57,6.2,6.9,7.91,66.77,20.58,26,114
21,Eastbound,Midday,E01,9139,[11:55] 7061776,WEEKDAY,73,73,0:58:56,74.32,6.19,6.3,11.79,97.74,28.93,41,114
21,Eastbound,Midday,E01,9120,[11:57] 7062345,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9111,[12:05] 7061777,WEEKDAY,42,42,0:56:13,44.82,6.27,6.69,6.7,60.86,18.39,23,114
21,Eastbound,Midday,E01,9104,[12:13] 7062344,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9113,[12:15] 7061778,WEEKDAY,40,40,0:53:19,45,6.25,7.03,6.4,55.85,16.38,24,114
21,Eastbound,Midday,E01,9114,[12:25] 7061779,WEEKDAY,61,61,0:55:51,65.52,6.23,6.69,9.79,84.8,24.64,22,114
21,Eastbound,Midday,E01,9105,[12:29] 7062343,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9116,[12:35] 7061780,WEEKDAY,54,54,0:55:16,58.62,6.23,6.76,8.67,78.76,22.2,25,114
21,Eastbound,Midday,E01,9118,[12:45] 7061782,WEEKDAY,56,56,0:56:28,59.49,6.22,6.61,9.01,77.67,22.76,33,114
21,Eastbound,Midday,E01,9113,[12:45] 7062342,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9120,[12:55] 7061783,WEEKDAY,56,56,0:53:31,62.78,6.26,7.01,8.95,74.59,21.22,18,114
21,Eastbound,Midday,E01,9107,[13:01] 7062341,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9105,[13:05] 7061784,WEEKDAY,67,67,0:55:11,72.85,6.25,6.79,10.73,97.69,27.29,24,114
21,Eastbound,Midday,E01,9124,[13:15] 7061781,WEEKDAY,46,46,0:54:35,50.56,6.23,6.84,7.39,67.7,18.38,29,114
21,Eastbound,Midday,E01,9108,[13:17] 7062340,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9144,[13:25] 7061785,WEEKDAY,53,53,0:54:58,57.85,6.25,6.83,8.47,66.26,20.39,41,114
21,Eastbound,Midday,E01,9116,[13:33] 7062339,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9128,[13:36] 7061786,WEEKDAY,48,48,0:50:08,57.44,6.25,7.48,7.68,79.39,20.93,14,114
21,Eastbound,Midday,E01,9145,[13:47] 7061807,WEEKDAY,57,57,0:52:42,64.89,6.28,7.15,9.07,66.48,22.3,53,114
21,Eastbound,Midday,E01,9110,[13:49] 7062357,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9147,[13:57] 7061808,WEEKDAY,54,54,0:53:49,60.2,6.26,6.98,8.62,67.51,21.83,46,114
21,Eastbound,Midday,E01,9120,[14:05] 7062356,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9149,[14:07] 7061809,WEEKDAY,53,53,0:52:54,60.1,6.25,7.08,8.49,70.07,21,24,114
21,Eastbound,Midday,E01,9139,[14:17] 7061810,WEEKDAY,57,57,0:53:40,63.72,6.25,6.99,9.11,82.36,24.16,45,114
21,Eastbound,Midday,E01,9122,[14:21] 7062355,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9153,[14:26] 7061811,WEEKDAY,31,31,0:50:25,36.88,6.28,7.47,4.94,43.09,13.62,42,114
21,Eastbound,Midday,E01,9113,[14:33] 7061812,WEEKDAY,55,55,0:54:12,60.87,6.25,6.91,8.8,73.35,23.09,22,114
21,Eastbound,Midday,E01,9105,[14:37] 7062354,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9114,[14:41] 7061813,WEEKDAY,54,54,0:51:20,63.11,6.27,7.33,8.61,75.94,21.9,21,114
21,Eastbound,Midday,E01,9155,[14:50] 7061815,WEEKDAY,60,60,0:54:42,65.81,6.26,6.87,9.59,69.45,25.21,34,114
21,Eastbound,Midday,E01,9113,[14:53] 7062353,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Midday,E01,9116,[14:58] 7061817,WEEKDAY,53,53,0:52:34,60.49,6.22,7.1,8.52,76.44,22,23,114
21,Eastbound,PM Peak,E01,9157,[15:06] 7061818,WEEKDAY,57,57,0:57:50,59.12,6.28,6.52,9.07,79.7,24.62,29,114
21,Eastbound,PM Peak,E01,9107,[15:07] 7062352,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9120,[15:14] 7061820,WEEKDAY,47,47,0:50:08,56.23,6.22,7.44,7.56,66.2,18.78,18,114
21,Eastbound,PM Peak,E01,9108,[15:21] 7062373,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9105,[15:22] 7061827,WEEKDAY,63,63,0:53:06,71.18,6.24,7.05,10.1,81.61,23.54,24,114
21,Eastbound,PM Peak,E01,9124,[15:30] 7061832,WEEKDAY,58,58,0:55:47,62.37,6.25,6.72,9.28,76.38,22.19,32,114
21,Eastbound,PM Peak,E01,9116,[15:35] 7062374,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9144,[15:36] 7061833,WEEKDAY,44,44,0:54:36,48.35,6.25,6.87,7.04,60.94,17.69,39,114
21,Eastbound,PM Peak,E01,9161,[15:44] 7061834,WEEKDAY,35,35,0:52:53,39.71,6.28,7.13,5.57,38.33,14.56,18,114
21,Eastbound,PM Peak,E01,9110,[15:49] 7062372,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9128,[15:52] 7061835,WEEKDAY,72,72,0:56:17,76.73,6.23,6.64,11.56,88.68,26.08,12,114
21,Eastbound,PM Peak,E01,9145,[16:00] 7061836,WEEKDAY,58,58,0:58:29,59.5,6.26,6.42,9.27,76.92,22,53,114
21,Eastbound,PM Peak,E01,9123,[16:04] 7062371,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9147,[16:08] 7061837,WEEKDAY,52,52,0:59:07,52.77,6.26,6.36,8.3,68.92,20.69,48,114
21,Eastbound,PM Peak,E01,9149,[16:16] 7061838,WEEKDAY,47,47,0:55:55,50.43,6.2,6.66,7.58,57.46,19.32,25,114
21,Eastbound,PM Peak,E01,9122,[16:18] 7062370,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9139,[16:24] 7061839,WEEKDAY,61,61,0:59:24,61.61,6.22,6.28,9.8,78.08,23.35,43,114
21,Eastbound,PM Peak,E01,9117,[16:32] 7062369,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9153,[16:33] 7061840,WEEKDAY,53,53,1:01:31,51.69,6.24,6.08,8.5,67.1,21.09,44,114
21,Eastbound,PM Peak,E01,9113,[16:42] 7061841,WEEKDAY,53,53,1:02:17,51.06,6.15,5.93,8.62,67.21,21,22,114
21,Eastbound,PM Peak,E01,9113,[16:47] 7062368,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9114,[16:51] 7061842,WEEKDAY,52,52,0:57:10,54.58,6.19,6.49,8.4,66.62,20.14,21,114
21,Eastbound,PM Peak,E01,9155,[17:01] 7061843,WEEKDAY,56,56,1:00:08,55.86,6.27,6.25,8.93,76.4,22.43,37,114
21,Eastbound,PM Peak,E01,9126,[17:03] 7062367,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9116,[17:11] 7061736,WEEKDAY,40,40,0:54:10,44.31,6.19,6.86,6.46,54.27,15.96,23,114
21,Eastbound,PM Peak,E01,9127,[17:19] 7062366,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9148,[17:21] 7061737,WEEKDAY,50,50,0:56:46,52.83,6.25,6.6,8,71.08,19.52,52,114
21,Eastbound,PM Peak,E01,9120,[17:33] 7061738,WEEKDAY,44,44,0:51:15,51.5,6.26,7.33,7.03,60.28,18.06,17,114
21,Eastbound,PM Peak,E01,9116,[17:35] 7062365,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,PM Peak,E01,9163,[17:43] 7061739,WEEKDAY,55,55,0:52:53,62.39,6.25,7.1,8.79,66.23,20.44,71,114
21,Eastbound,PM Peak,E01,9144,[17:53] 7061740,WEEKDAY,44,44,0:50:33,52.21,6.25,7.42,7.04,63.91,18.39,41,114
21,Eastbound,PM Peak,E01,9123,[17:53] 7062362,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9128,[18:03] 7061741,WEEKDAY,52,52,0:50:58,61.21,6.24,7.35,8.33,63.15,21.67,12,114
21,Eastbound,Evening,E01,9145,[18:13] 7061743,WEEKDAY,44,44,0:50:52,51.89,6.28,7.41,7,67.22,18.94,52,114
21,Eastbound,Evening,E01,9122,[18:13] 7062364,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9147,[18:25] 7061744,WEEKDAY,44,44,0:50:06,52.68,6.23,7.46,7.06,67.99,19.51,47,114
21,Eastbound,Evening,E01,9117,[18:33] 7062363,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9139,[18:38] 7061844,WEEKDAY,44,44,0:50:06,52.69,6.19,7.42,7.1,66.63,20.77,43,114
21,Eastbound,Evening,E01,9153,[18:51] 7061806,WEEKDAY,34,34,0:48:12,42.31,6.26,7.79,5.43,48.79,14.98,44,114
21,Eastbound,Evening,E01,9126,[18:55] 7062361,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9114,[19:04] 7061788,WEEKDAY,37,37,0:44:36,49.76,6.2,8.34,5.97,52.77,15.57,21,114
21,Eastbound,Evening,E01,9155,[19:16] 7061787,WEEKDAY,32,32,0:46:11,41.57,6.22,8.08,5.15,51.77,14.63,38,114
21,Eastbound,Evening,E01,9127,[19:19] 7062360,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9148,[19:28] 7061789,WEEKDAY,22,22,0:42:54,30.77,6.23,8.72,3.53,31.21,9.63,51,114
21,Eastbound,Evening,E01,9163,[19:42] 7061790,WEEKDAY,28,28,0:41:12,40.77,6.24,9.08,4.49,42.59,13.34,77,114
21,Eastbound,Evening,E01,9123,[19:43] 7062359,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9144,[19:58] 7061791,WEEKDAY,28,28,0:39:58,42.03,6.25,9.38,4.48,41.68,12.5,42,114
21,Eastbound,Evening,E01,9122,[20:07] 7062338,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9145,[20:13] 7061845,WEEKDAY,23,23,0:41:07,33.55,6.24,9.1,3.69,34.55,10.31,55,114
21,Eastbound,Evening,E01,9147,[20:29] 7061735,WEEKDAY,28,28,0:43:07,38.96,6.23,8.67,4.49,49.01,14.28,46,114
21,Eastbound,Evening,E01,9126,[20:32] 7062337,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9153,[20:50] 7061792,WEEKDAY,30,30,0:39:25,45.65,6.24,9.5,4.8,53.12,15.64,45,114
21,Eastbound,Evening,E01,9127,[20:58] 7062336,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9155,[21:10] 7061793,WEEKDAY,22,22,0:39:28,33.44,6.18,9.39,3.56,38,11.42,38,114
21,Eastbound,Evening,E01,9123,[21:24] 7062335,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9148,[21:30] 7061794,WEEKDAY,20,20,0:36:57,32.47,6.24,10.13,3.21,36.39,10.67,52,114
21,Eastbound,Evening,E01,9122,[21:51] 7062323,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Evening,E01,9163,[21:52] 7061795,WEEKDAY,23,23,0:36:24,37.9,6.21,10.23,3.7,39.45,11.58,80,114
21,Eastbound,Late Night,E01,9126,[22:20] 7062322,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Late Night,E01,9145,[22:21] 7061796,WEEKDAY,26,26,0:38:30,40.5,6.25,9.74,4.16,50.85,14.08,52,114
21,Eastbound,Late Night,E01,9153,[22:51] 7061797,WEEKDAY,19,19,0:34:34,32.97,6.23,10.81,3.05,37.7,11,41,114
21,Eastbound,Late Night,E01,9127,[22:51] 7062321,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Late Night,E01,9148,[23:21] 7061819,WEEKDAY,24,24,0:34:58,41.18,6.24,10.71,3.84,44.98,14.07,46,114
21,Eastbound,Late Night,E01,9123,[23:22] 7062320,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Late Night,E01,9163,[23:57] 7061823,WEEKDAY,18,18,0:31:32,34.24,6.16,11.73,2.92,32.89,13.47,77,114
21,Eastbound,Late Night,E01,9129,[23:57] 7062319,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Late Night,E01,9153,[24:31] 7061824,WEEKDAY,18,18,0:30:41,35.19,6.2,12.11,2.91,43.77,13.89,37,114
21,Eastbound,Late Night,E01,9127,[24:31] 7062318,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Late Night,E01,9148,[25:07] 7061825,WEEKDAY,10,10,0:29:35,20.28,6.23,12.64,1.6,24.57,7.36,47,114
21,Eastbound,Late Night,E01,9123,[25:07] 7062317,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Eastbound,Late Night,E01,9163,[25:43] 7061826,WEEKDAY,5,5,0:27:26,10.93,6.19,13.53,0.81,10.35,3.63,79,114
21,Eastbound,Late Night,E01,9129,[25:43] 7062316,SUNDAY,0,0,,0,0,0,0,0,0,0,4
,,,,,,,5269,5269,0:54:45,51.02,6.08,6.76,7.8,8230.93,24.54,3983,12894
21,Westbound,AM Peak,W01,9105,[06:07] 7061886,WEEKDAY,37,37,0:50:54,43.61,6.1,7.19,6.07,59.52,19.18,22,114
21,Westbound,AM Peak,W01,9107,[06:23] 7061857,WEEKDAY,42,42,0:43:36,57.79,6.14,8.44,6.85,55,21.07,29,114
21,Westbound,AM Peak,W01,9902,[06:37] 7061856,WEEKDAY,42,42,0:45:53,54.92,6.12,8.01,6.86,54.68,20.94,67,114
21,Westbound,AM Peak,W01,9903,[06:47] 7061881,WEEKDAY,24,24,0:49:42,28.96,6.09,7.35,3.94,32.57,12.05,56,114
21,Westbound,AM Peak,W01,9111,[06:55] 7061880,WEEKDAY,35,35,0:52:22,40.09,6.1,6.99,5.74,52.42,17.7,23,114
21,Westbound,AM Peak,W01,9904,[07:02] 7061890,WEEKDAY,31,31,0:43:33,42.71,6.08,8.37,5.1,42.55,16.41,54,114
21,Westbound,AM Peak,W01,9113,[07:10] 7061891,WEEKDAY,42,42,0:50:54,49.5,6.1,7.19,6.89,56.6,23.04,24,114
21,Westbound,AM Peak,W01,9105,[07:11] 7062381,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Westbound,AM Peak,W01,9114,[07:18] 7061892,WEEKDAY,44,44,0:55:32,47.53,6.06,6.55,7.26,56,22.24,21,114
21,Westbound,AM Peak,W01,9116,[07:26] 7061894,WEEKDAY,41,41,0:45:03,54.59,6.13,8.17,6.68,53.54,20.96,24,114
21,Westbound,AM Peak,W01,9118,[07:32] 7061895,WEEKDAY,41,41,0:54:18,45.3,6.09,6.73,6.73,50.2,21.94,33,114
21,Westbound,AM Peak,W01,9106,[07:36] 7062380,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Westbound,AM Peak,W01,9120,[07:38] 7061896,WEEKDAY,38,38,0:53:20,42.75,6.11,6.88,6.22,44.96,18.1,20,114
21,Westbound,AM Peak,W01,9122,[07:43] 7061897,WEEKDAY,33,33,0:52:56,36.26,6.12,6.94,5.22,42.74,16.26,38,114
21,Westbound,AM Peak,W01,9105,[07:47] 7061898,WEEKDAY,30,30,0:51:35,34.89,6.14,7.14,4.88,37.29,14.45,22,114
21,Westbound,AM Peak,W01,9124,[07:53] 7061901,WEEKDAY,47,47,0:51:56,54.29,6.1,7.04,7.71,62.64,24.9,29,114
21,Westbound,AM Peak,W01,9107,[07:58] 7062379,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Westbound,AM Peak,W01,9126,[07:59] 7061902,WEEKDAY,38,38,0:50:14,45.38,6.09,7.28,6.24,44.85,19.7,40,114
21,Westbound,AM Peak,W01,9107,[08:05] 7061903,WEEKDAY,39,39,0:47:14,49.53,6.08,7.72,6.42,48.04,21.16,31,114
21,Westbound,AM Peak,W01,9128,[08:11] 7061899,WEEKDAY,53,53,0:48:51,65.09,6.08,7.47,8.72,63.01,30.71,14,114
21,Westbound,AM Peak,W01,9130,[08:17] 7061900,WEEKDAY,47,47,0:49:02,57.51,6.09,7.45,7.72,54.75,26.67,78,114
21,Westbound,AM Peak,W01,9108,[08:22] 7062378,SUNDAY,0,0,,0,0,0,0,0,0,0,4
21,Westbound,AM Peak,W01,9902,[08:24] 7061904,WEEKDAY,76,76,0:51:57,87.76,6.1,7.05,12.45,89.96,42.12,68,114
21,Westbound,AM Peak,W01,9131,[08:32] 7061905,WEEKDAY,56,56,0:49:49,67.43,6.11,7.36,9.17,64.12,29.46,48,114
21,Westbound,AM Peak,W01,9903,[08:40] 7061906,WEEKDAY,48,48,0:50:21,57.19,6.08,7.24,7.9,54.41,23.95,55,114
21,Westbound,AM Peak,W01,9110,[08:42] 7062377,SUNDAY,0,0,,0,0,0,0,0,0,0,4
