Route,apr_19,apr_19,apr_19,apr_19,apr_19,apr_19,apr_19,may_19,may_19,may_19,may_19,may_19,may_19,may_19,jun_19,jun_19,jun_19,jun_19,jun_19,jun_19,jun_19,jul_19,jul_19,jul_19,jul_19,jul_19,jul_19,jul_19,aug_19,aug_19,aug_19,aug_19,aug_19,aug_19,aug_19,sep_19,sep_19,sep_19,sep_19,sep_19,sep_19,sep_19,oct_19,oct_19,oct_19,oct_19,oct_19,oct_19,oct_19,nov_19,nov_19,nov_19,nov_19,nov_19,nov_19,nov_19,dec_19,dec_19,dec_19,dec_19,dec_19,dec_19,dec_19,jan_20,jan_20,jan_20,jan_20,jan_20,jan_20,jan_20,feb_20,feb_20,feb_20,feb_20,feb_20,feb_20,feb_20,mar_20,mar_20,mar_20,mar_20,mar_20,mar_20,mar_20
Route,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late,n_obs,n_ontime,pct_ontime,n_early,pct_early,n_late,pct_late
65,24526,19446,0.79287287,1578,0.064339884,3502,0.142787246,29335,22492,0.766729163,1649,0.056212715,5194,0.177058122,24800,19724,0.795322581,1887,0.07608871,3189,0.12858871,22825,18512,0.811040526,1549,0.067864184,2764,0.12109529,29807,24213,0.812325964,2138,0.071728118,3456,0.115945919,23509,16170,0.687821685,1213,0.051597261,6126,0.260581054,24628,17463,0.709070976,1361,0.055262303,5804,0.235666721,28603,21239,0.742544488,1877,0.065622487,5487,0.191833025,23310,17744,0.761218361,2085,0.089446589,3481,0.149335049,23121,18506,0.800397907,2517,0.108862073,2098,0.09074002,23066,18244,0.790947715,2209,0.095768664,2613,0.113283621,29671,23154,0.780357925,4078,0.137440599,2439,0.082201476
MFO,8846,7531,0.851345241,520,0.058783631,795,0.089871128,10212,8147,0.797786917,735,0.071974148,1330,0.130238935,8424,6220,0.738366572,428,0.050807217,1776,0.210826211,7798,6013,0.771095153,309,0.039625545,1476,0.189279302,10881,8942,0.821799467,524,0.048157338,1415,0.130043195,7847,6632,0.845163757,726,0.092519434,489,0.062316809,8354,6686,0.800335169,719,0.086066555,949,0.113598276,9595,8285,0.863470558,972,0.101302762,338,0.035226681,8174,6920,0.846586738,804,0.098360656,450,0.055052606,7831,6650,0.84918912,743,0.094879326,438,0.055931554,7771,6550,0.842877365,693,0.089177712,528,0.067944923,8498,6686,0.786773358,411,0.048364321,1401,0.164862321
10,28612,20186,0.705508178,1926,0.067314414,6500,0.227177408,32495,25026,0.770149254,2386,0.073426681,5083,0.156424065,20853,15909,0.762911811,2512,0.120462284,2432,0.116625905,13281,8347,0.62849183,2688,0.202394398,2246,0.169113772,20496,13950,0.680620609,2482,0.121096799,4064,0.198282592,17881,12366,0.69157206,1087,0.060790784,4428,0.247637157,19852,14300,0.720330445,1218,0.06135402,4334,0.218315535,19837,13652,0.688208903,1449,0.073045319,4736,0.238745778,16625,12140,0.730225564,1423,0.085593985,3062,0.184180451,17928,13419,0.748493976,1514,0.084448907,2995,0.167057117,20392,15433,0.756816399,1923,0.094301687,3036,0.148881914,27766,20461,0.736908449,3778,0.136065692,3527,0.127025859
15,12332,9224,0.747972754,1232,0.099902692,1876,0.152124554,13200,9516,0.720909091,1453,0.110075758,2231,0.169015152,7339,4727,0.644093201,1108,0.150974247,1504,0.204932552,7201,2072,0.287737814,2171,0.301485905,2958,0.410776281,16318,9502,0.582301753,4155,0.254626792,2661,0.163071455,5465,3990,0.73010064,593,0.108508692,882,0.161390668,6878,4692,0.682175051,1042,0.151497528,1144,0.166327421,9277,6310,0.680176781,1552,0.167295462,1415,0.152527757,5633,4230,0.750932008,983,0.174507367,420,0.074560625,8507,6394,0.751616316,1432,0.168331962,681,0.080051722,21802,14400,0.660489863,4959,0.227456197,2443,0.11205394,35634,24059,0.675169782,7762,0.217825672,3813,0.107004546
15B,4384,4137,0.943658759,0,0,247,0.056341241,5443,5015,0.921366893,0,0,428,0.078633107,3882,3655,0.941524987,0,0,227,0.058475013,8,7,0.875,0,0,1,0.125,1103,1032,0.9356301,0,0,71,0.0643699,4375,3904,0.892342857,0,0,471,0.107657143,4097,3546,0.86551135,0,0,551,0.13448865,4748,3927,0.827085088,0,0,821,0.172914912,4607,3822,0.82960712,0,0,785,0.17039288,4630,3842,0.829805616,0,0,788,0.170194384,4,4,1,0,0,0,0,0,0,0,0,0,0,0
1,5871,4372,0.744677227,627,0.106796117,872,0.148526656,7247,5276,0.72802539,603,0.083206844,1368,0.188767766,5728,4272,0.745810056,774,0.135125698,682,0.119064246,5353,3977,0.74294788,627,0.117130581,749,0.139921539,6783,5183,0.764116173,975,0.143741707,625,0.09214212,5161,3531,0.684169735,487,0.094361558,1143,0.221468708,5606,3728,0.665001784,486,0.086692829,1392,0.248305387,6411,4295,0.669942287,612,0.095460927,1504,0.234596787,5337,3815,0.714821061,480,0.089938168,1042,0.195240772,5289,3931,0.743240688,561,0.1060692,797,0.150690112,5535,4099,0.740560072,629,0.11364047,807,0.145799458,6078,4339,0.713886147,868,0.142810135,871,0.143303718
14,29053,22332,0.768664165,3343,0.11506557,3378,0.116270265,36116,28041,0.776414885,4265,0.118091705,3810,0.10549341,29743,22944,0.771408399,3300,0.110950476,3499,0.117641126,28126,21707,0.771777003,3290,0.116973619,3129,0.111249378,36529,28220,0.772536888,4745,0.129896794,3564,0.097566317,28803,22132,0.768392181,3473,0.120577718,3198,0.111030101,29483,22568,0.765458061,3539,0.120035275,3376,0.114506665,34365,27600,0.803142732,2832,0.082409428,3933,0.114447839,29527,23324,0.789921089,2861,0.096894368,3342,0.113184543,29214,23825,0.815533648,2945,0.100807832,2444,0.08365852,29685,24104,0.811992589,2826,0.095199596,2755,0.092807815,27702,22682,0.818785647,3368,0.121579669,1652,0.059634683
19,5984,5214,0.871323529,364,0.060828877,406,0.067847594,6839,5747,0.840327533,357,0.052200614,735,0.107471853,5636,4879,0.865684883,320,0.056777857,437,0.07753726,5350,4631,0.865607477,319,0.059626168,400,0.074766355,6828,5934,0.869068541,355,0.051991798,539,0.07893966,5151,4261,0.827218016,295,0.057270433,595,0.115511551,5542,4672,0.843016961,453,0.081739444,417,0.075243594,5932,5029,0.847774781,474,0.079905597,429,0.072319622,5151,4339,0.842360707,549,0.106581246,263,0.051058047,5015,4122,0.821934197,559,0.111465603,334,0.066600199,5262,4530,0.860889396,544,0.103382744,188,0.03572786,6368,5220,0.819723618,647,0.101601759,501,0.078674623
20,25789,21166,0.820737524,2340,0.09073636,2283,0.088526116,32121,26436,0.823012982,3017,0.093926092,2668,0.083060926,25651,20641,0.804685977,2977,0.116057853,2033,0.079256169,23830,18978,0.796391104,3359,0.140956777,1493,0.062652119,30380,23998,0.789927584,4605,0.151579987,1777,0.058492429,25174,21211,0.842575673,2390,0.094939223,1573,0.062485104,25570,21433,0.838208838,2364,0.092452092,1773,0.069339069,29841,25542,0.855936463,2135,0.07154586,2164,0.072517677,25495,21985,0.862325946,1819,0.071347323,1691,0.066326731,25464,22102,0.867970468,2175,0.085414703,1187,0.046614829,26360,22982,0.87185129,1924,0.072989378,1454,0.055159332,31350,26964,0.860095694,2969,0.094704944,1417,0.045199362
24,8559,6798,0.794251665,638,0.074541418,1123,0.131206917,10361,8318,0.802818261,576,0.055593089,1467,0.14158865,8763,7096,0.809768344,959,0.109437407,708,0.080794249,8066,6512,0.80733945,947,0.117406397,607,0.075254153,10301,8382,0.813707407,1139,0.110571789,780,0.075720804,8138,6504,0.799213566,667,0.08196117,967,0.118825264,8681,7304,0.841377721,571,0.065775832,806,0.092846446,9432,7923,0.840012723,789,0.083651399,720,0.076335878,8399,6980,0.831051316,802,0.095487558,617,0.073461126,8060,6662,0.826550868,832,0.103225806,566,0.070223325,8512,7182,0.84375,675,0.079299812,655,0.076950188,10040,8486,0.845219124,949,0.094521912,605,0.060258964
28,9745,8512,0.873473576,779,0.07993843,454,0.046587994,11605,9679,0.834037053,1077,0.092804826,849,0.073158121,9641,8332,0.864225703,974,0.101026864,335,0.034747433,8893,7880,0.886090183,803,0.090295738,210,0.023614078,11502,10102,0.878282038,917,0.079725265,483,0.041992697,9482,8047,0.84866062,582,0.061379456,853,0.089959924,9761,8327,0.853088823,638,0.065362156,796,0.081549022,11253,9391,0.834533013,939,0.083444415,923,0.082022572,9229,7686,0.832809622,908,0.098385524,635,0.068804854,8948,7416,0.828788556,968,0.108180599,564,0.063030845,9692,8154,0.841312423,1036,0.106892282,502,0.051795295,10938,9023,0.824922289,1501,0.137228012,414,0.037849698
50,9745,8398,0.861775269,390,0.040020523,957,0.098204207,12057,10203,0.846230406,463,0.038400929,1391,0.115368666,9625,8061,0.837506494,387,0.040207792,1177,0.122285714,9023,7751,0.859026931,366,0.040563006,906,0.100410063,11518,9847,0.85492273,544,0.047230422,1127,0.097846848,9347,7848,0.839627688,300,0.03209586,1199,0.128276452,9391,7909,0.84218933,252,0.026834203,1230,0.130976467,11092,9356,0.843490804,429,0.038676524,1307,0.117832672,9543,7969,0.835062349,419,0.043906528,1155,0.121031122,9163,7726,0.843173633,453,0.049437957,984,0.10738841,9750,8343,0.855692308,447,0.045846154,960,0.098461538,12312,10470,0.850389864,855,0.069444444,987,0.080165692
58,30601,23470,0.7669684,3576,0.116858926,3555,0.116172674,38056,28432,0.747109523,4767,0.125262771,4857,0.127627707,29007,22649,0.780811528,3361,0.115868583,2997,0.103319888,27431,21884,0.79778353,2766,0.100834822,2781,0.101381648,34506,27299,0.791137773,3554,0.10299658,3653,0.105865647,29007,22409,0.772537663,2647,0.091253835,3951,0.136208501,30864,23680,0.76723691,3039,0.09846423,4145,0.13429886,35542,28074,0.789882393,2862,0.08052445,4606,0.129593157,29023,23019,0.793129587,2485,0.085621748,3519,0.121248665,29162,23079,0.791406625,3131,0.10736575,2952,0.101227625,30267,24568,0.811709122,2746,0.090725873,2953,0.097565005,35619,28876,0.810690923,4842,0.135938684,1901,0.053370392
