Route,Direction,Period,Pattern,Block,Trip,Service Type,Avg. Ons,Avg. Offs,Avg. Time,Avg. P/Vh,Avg. Dist,Avg. M/H,Avg. P/M,Avg. PM,Max Load,Trips Sampled,Trips Scheduled
310,Northbound,Early AM,310,8551,[05:45] 7095420,WEEKDAY,11,11,0:26:44,24.68,7.99,17.93,1.38,27.44,9.91,101,125
310,Northbound,AM Peak,310,8551,[06:15] 7095418,WEEKDAY,6,6,0:27:32,13.07,7.96,17.35,0.75,19,5.38,101,125
310,Northbound,AM Peak,310,8553,[06:35] 7095417,WEEKDAY,2,2,0:29:54,4.01,7.98,16,0.25,8.53,2.1,115,125
310,Northbound,AM Peak,310,8552,[07:00] 7095388,WEEKDAY,6,6,0:27:53,12.9,8.08,17.37,0.74,19.57,4.32,110,125
310,Northbound,AM Peak,10WGST,8553,[07:15] 7095416,WEEKDAY,9,9,0:36:18,13.22,8.03,13.27,1,25.71,7.02,110,125
310,Northbound,AM Peak,310,8551,[07:45] 7095415,WEEKDAY,8,8,0:37:13,12.89,7.99,12.88,1,24.72,6.37,99,125
310,Northbound,AM Peak,10STW,8553,[08:00] 7095414,WEEKDAY,11,11,0:36:43,17.97,8.73,14.27,1.26,34.22,9.14,111,125
310,Northbound,AM Peak,310,8551,[08:30] 7095413,WEEKDAY,14,14,0:31:34,26.61,8.12,15.42,1.73,52.07,12.08,103,125
310,Northbound,AM Peak,310,8553,[08:50] 7095389,WEEKDAY,12,12,0:33:54,21.23,8.05,14.24,1.49,38.74,10.29,104,125
310,Northbound,Midday,310,8551,[09:10] 7095412,WEEKDAY,11,11,0:29:56,22.04,8.14,16.31,1.35,39.2,9.68,101,125
310,Northbound,Midday,310,8554,[09:41] 7095411,WEEKDAY,13,13,0:36:58,21.1,8.1,13.14,1.61,37.51,11.88,105,125
310,Northbound,Midday,310,8552,[10:00] 7095410,WEEKDAY,9,9,0:33:52,15.94,8.1,14.35,1.11,27.26,7.57,106,125
310,Northbound,Midday,310,8552,[10:41] 7095409,WEEKDAY,12,12,0:29:12,24.66,8.11,16.67,1.48,34.71,11.26,105,125
310,Northbound,Midday,310,8551,[11:17] 7095408,WEEKDAY,13,13,0:29:47,26.19,8.08,16.28,1.61,32.88,11.66,102,125
310,Northbound,Midday,310,8554,[12:00] 7095391,WEEKDAY,9,9,0:28:56,18.66,8.08,16.74,1.11,23.76,7.16,105,125
310,Northbound,Midday,310,8551,[12:20] 7095407,WEEKDAY,14,14,0:29:32,28.43,7.98,16.2,1.75,30.44,12.77,100,125
310,Northbound,Midday,310,8554,[12:40] 7095406,WEEKDAY,11,11,0:31:39,20.85,8.03,15.23,1.37,22.31,9.04,105,125
310,Northbound,Midday,310,8555,[13:05] 7095405,WEEKDAY,7,7,0:31:14,13.44,8.04,15.43,0.87,18.82,5.22,93,125
310,Northbound,Midday,310,8555,[13:55] 7095404,WEEKDAY,10,10,0:38:14,15.69,8.07,12.66,1.24,30.72,6.81,93,125
310,Northbound,Midday,310,8554,[14:49] 7095403,WEEKDAY,14,14,0:40:45,20.61,8.04,11.83,1.74,46.53,9.97,100,125
310,Northbound,PM Peak,310,8555,[15:26] 7095402,WEEKDAY,15,15,0:34:16,26.26,8.06,14.11,1.86,56.01,11.91,92,125
310,Northbound,PM Peak,310,8557,[15:55] 7095401,WEEKDAY,12,12,0:30:54,23.3,8.11,15.75,1.48,36.84,7.9,94,125
310,Northbound,PM Peak,310,8555,[16:27] 7095400,WEEKDAY,23,23,0:35:40,38.68,7.99,13.44,2.88,64.05,14.87,91,125
310,Northbound,PM Peak,10WGST,8554,[16:41] 7095399,WEEKDAY,12,12,0:36:21,19.8,8.05,13.28,1.49,36.96,7.98,95,125
310,Northbound,PM Peak,310,8555,[17:15] 7095398,WEEKDAY,25,25,0:36:41,40.88,7.99,13.06,3.13,69.66,14.97,88,125
310,Northbound,PM Peak,10STW,8554,[17:27] 7095397,WEEKDAY,12,12,0:37:15,19.33,8.74,14.07,1.37,36.19,8.15,93,125
310,Northbound,PM Peak,310,8557,[17:52] 7095396,WEEKDAY,14,14,0:32:54,25.53,8.1,14.78,1.73,40.68,8.89,95,125
310,Northbound,Evening,310,8556,[18:20] 7095395,WEEKDAY,9,9,0:31:45,17.01,8.1,15.31,1.11,29.82,5.94,100,125
310,Northbound,Evening,WG-WG,8557,[18:34] 7095387,WEEKDAY,6,6,0:10:46,33.39,3.41,18.98,1.76,17.27,5.5,94,125
310,Northbound,Evening,310,8556,[19:00] 7095394,WEEKDAY,9,9,0:27:03,19.96,8.17,18.11,1.1,37.31,8.21,99,125
310,Northbound,Evening,310,8556,[19:55] 7095419,WEEKDAY,16,16,0:27:44,34.61,8.01,17.33,2,56.84,12.68,96,125
310,Northbound,Evening,310,8556,[20:50] 7095393,WEEKDAY,9,9,0:25:36,21.09,7.81,18.3,1.15,24.92,5.68,93,125
310,Northbound,Evening,310,8556,[21:44] 7095392,WEEKDAY,32,32,0:25:13,76.1,7.87,18.72,4.07,98.4,20.42,93,125
310,Northbound,Late Night,UPS,8556,[22:37] 7095390,WEEKDAY,28,28,0:13:34,123.72,4.89,21.62,5.72,65.18,17.76,90,125
