DAY,ROUTE,DIRECTION,TRIP_DEPART_TIME,SOL,EOL,BLOCK,RIDERS,TRIP_RUNTIME_min,SCH_TRIP_RUNTIME_min,VEL_mph,LOAD_FACTOR,OVER_100pct_LOAD_DURATION_min,OVER_120pct_LOAD_DURATION_min,DOOR_CYCLES_DURING_TRIP,PASS_PER_HOUR,PASS_MILE,MAXLOAD_MIN,MAXLOAD_MAX,MAXLOAD_MEDIAN,MAXLOAD_AVG,SAMPLES
WKD,18,W,1148,FOXCHASE,CEDARBRO,"3,011",76,66.8,66.0,9.8,0.247,0.12,0.00,57,67.4,171.9,13,71,29.0,30.5,73
WKD,18,W,1203,FOXCHASE,CEDARBRO,"3,013",90,70.7,66.0,9.4,0.266,0.01,0.00,59,76.2,186.4,13,65,34.0,34.1,68
WKD,18,W,1218,FOXCHASE,CEDARBRO,"3,015",69,71.1,66.0,9.3,0.216,0.00,0.00,53,57.3,152.6,12,57,26.0,27.9,63
WKD,18,W,1233,FOXCHASE,CEDARBRO,"3,028",88,70.1,67.0,9.5,0.277,0.35,0.09,60,74.6,191.8,11,80,30.5,33.4,80
WKD,18,W,1247,FOXCHASE,CEDARBRO,"3,017",64,72.5,68.0,9.5,0.181,0.00,0.00,51,53.5,130.8,10,54,25.0,25.8,50
WKD,18,W,1302,FOXCHASE,CEDARBRO,"3,022",94,70.7,68.0,9.4,0.306,0.01,0.00,63,79.3,213.0,18,65,36.0,36.9,68
WKD,18,W,1317,FOXCHASE,CEDARBRO,"3,029",86,70.6,68.0,9.4,0.277,0.00,0.00,60,72.5,195.7,17,62,33.0,33.3,83
WKD,18,W,1332,FOXCHASE,CEDARBRO,"3,030",86,69.8,68.0,9.5,0.263,0.00,0.00,60,74.4,183.3,10,59,32.0,32.9,78
WKD,18,W,1347,FOXCHASE,CEDARBRO,"3,031",86,70.2,68.0,9.4,0.278,0.00,0.00,61,73.3,193.6,10,63,32.5,34.7,78
WKD,18,W,1402,FOXCHASE,CEDARBRO,"3,027",98,72.1,68.0,9.3,0.323,0.11,0.00,64,81.7,228.1,14,67,36.0,38.0,73
WKD,18,W,1417,FOXCHASE,CEDARBRO,"3,010",101,73.6,68.0,9.0,0.312,0.23,0.00,65,82.1,217.6,17,68,37.5,38.4,64
WKD,18,W,1432,FOXCHASE,CEDARBRO,"3,011",111,75.1,68.0,9.0,0.342,0.66,0.00,69,88.6,242.5,18,80,38.0,40.5,70
WKD,18,W,1446,FOXCHASE,CEDARBRO,"3,013",102,73.4,69.0,9.1,0.343,0.45,0.00,66,83.0,235.7,15,74,44.0,44.1,65
WKD,18,W,1457,FOXCHASE,CEDARBRO,"3,032",131,77.6,69.0,8.7,0.375,1.25,0.00,71,100.5,262.0,11,72,43.0,45.2,51
WKD,18,W,1506,FOXCHASE,CEDARBRO,"3,040",120,80.8,71.0,8.3,0.335,0.52,0.00,67,88.7,232.7,9,77,36.0,41.1,56
WKD,18,W,1513,FOXCHASE,CEDARBRO,"3,028",99,79.9,71.0,8.4,0.281,0.25,0.00,61,74.5,195.2,12,69,33.0,36.1,73
WKD,18,W,1520,FOXCHASE,CEDARBRO,"3,044",92,77.9,71.0,8.4,0.262,0.21,0.00,62,70.5,178.6,7,68,32.0,34.9,67
WKD,18,W,1524,OLBW,MICHNWAD,"3,049",55,44.3,44.0,8.5,0.247,0.00,0.00,34,75.4,101.1,12,58,30.5,30.8,58
WKD,18,W,1527,FOXCHASE,CEDARBRO,"3,034",97,76.7,71.0,8.6,0.274,0.13,0.10,61,75.6,187.0,4,62,36.5,36.2,60
WKD,18,W,1534,FOXCHASE,CEDARBRO,"3,048",81,74.9,71.0,8.8,0.244,0.32,0.00,54,64.3,162.6,9,70,30.0,31.0,60
WKD,18,W,1540,FOXCHASE,CEDARBRO,"3,035",57,73.5,71.0,8.8,0.166,0.00,0.00,49,45.8,114.5,5,51,23.5,25.1,68
WKD,18,W,1546,FOXCHASE,CEDARBRO,"3,036",81,75.5,71.0,8.8,0.222,0.00,0.00,57,64.2,154.1,11,54,30.0,30.8,65
WKD,18,W,1552,FOXCHASE,CEDARBRO,"3,037",78,74.5,71.0,9.0,0.213,0.09,0.00,56,63.5,147.4,11,68,29.0,32.1,55
WKD,18,W,1600,FOXCHASE,CEDARBRO,"3,029",79,75.6,71.0,8.8,0.237,0.06,0.00,58,63.1,162.9,9,67,32.0,31.9,79
WKD,18,W,1608,FOXCHASE,CEDARBRO,"3,038",85,81.1,71.0,8.3,0.226,0.00,0.00,60,62.7,158.0,11,54,35.0,33.9,64
WKD,18,W,1616,FOXCHASE,CEDARBRO,"3,039",74,74.6,71.0,8.7,0.213,0.00,0.00,55,59.3,147.8,11,53,27.5,29.3,62
WKD,18,W,1624,FOXCHASE,CEDARBRO,"3,030",49,73.8,71.0,8.7,0.141,0.00,0.00,42,40.3,97.2,3,52,22.0,22.5,74
WKD,18,W,1632,FOXCHASE,MICHNWAD,"3,042",69,66.8,63.0,9.0,0.201,0.00,0.00,50,61.9,124.9,12,59,26.0,26.7,68
WKD,18,W,1637,OLNEYTER,CEDARBRO,"3,052",20,29.4,30.0,9.3,0.165,0.00,0.00,17,41.1,52.0,1,35,15.0,16.5,65
WKD,18,W,1640,FOXCHASE,MICHNWAD,"3,043",56,64.5,63.0,9.4,0.175,0.00,0.00,44,52.4,110.9,6,52,23.0,23.6,72
WKD,18,W,1645,OLNEYTER,CEDARBRO,"3,046",19,29.8,30.0,9.2,0.161,0.00,0.00,16,39.3,52.2,3,38,14.0,16.4,57
WKD,18,W,1648,FOXCHASE,CEDARBRO,"3,045",67,71.9,71.0,9.2,0.186,0.00,0.00,53,56.3,129.1,9,56,27.0,27.7,73
WKD,18,W,1653,OLNEYTER,CEDARBRO,"3,033",20,29.1,30.0,9.5,0.151,0.00,0.00,17,40.7,49.0,1,35,16.0,16.4,63
WKD,18,W,1656,FOXCHASE,CEDARBRO,"3,047",66,74.7,71.0,9.2,0.174,0.00,0.00,50,53.7,124.3,6,60,25.0,26.8,62
WKD,18,W,1701,OLNEYTER,CEDARBRO,"3,031",23,33.4,30.0,8.7,0.173,0.00,0.00,19,42.9,58.6,5,39,19.0,18.9,59
WKD,18,W,1704,FOXCHASE,CEDARBRO,"3,050",70,75.6,71.0,9.2,0.187,0.00,0.00,53,56.4,133.1,9,59,30.5,30.2,68
WKD,18,W,1709,OLNEYTER,CEDARBRO,"3,041",23,31.6,30.0,8.7,0.183,0.00,0.00,18,43.3,59.3,1,38,19.0,19.2,63
WKD,18,W,1713,FOXCHASE,MICHNWAD,"3,010",79,65.7,62.0,9.2,0.262,0.00,0.00,54,71.8,162.0,11,63,34.5,35.7,66
WKD,18,W,1717,OLNEYTER,CEDARBRO,"3,034",23,31.2,30.0,9.1,0.168,0.00,0.00,18,43.5,55.1,3,37,16.0,17.9,56
WKD,18,W,1721,FOXCHASE,CEDARBRO,"3,051",60,72.2,70.0,9.1,0.168,0.00,0.00,50,49.6,121.8,8,58,24.0,25.3,60
WKD,18,W,1725,OLNEYTER,CEDARBRO,"3,035",25,32.0,30.0,8.8,0.192,0.00,0.00,19,47.2,64.3,5,43,19.0,20.8,53
WKD,18,W,1729,FOXCHASE,CEDARBRO,"3,011",60,71.5,69.0,9.4,0.172,0.01,0.00,50,50.7,122.6,6,65,24.0,25.5,70
WKD,18,W,1733,OLNEYTER,CEDARBRO,"3,037",19,28.9,30.0,9.3,0.146,0.00,0.00,16,40.2,47.1,1,31,18.0,16.3,50
WKD,18,W,1739,FOXCHASE,CEDARBRO,"3,032",59,74.2,69.0,9.3,0.166,0.00,0.00,54,49.1,119.7,8,58,23.0,25.0,61
WKD,18,W,1741,OLNEYTER,CEDARBRO,"3,052",20,35.3,30.0,8.2,0.146,0.00,0.00,17,36.0,51.1,3,40,15.0,16.6,55
WKD,18,W,1747,FOXCHASE,CEDARBRO,"3,049",56,68.4,69.0,9.9,0.164,0.00,0.00,47,49.2,115.5,9,51,25.5,26.0,62
WKD,18,W,1749,OLNEYTER,CEDARBRO,"3,046",22,29.6,30.0,9.4,0.166,0.00,0.00,17,44.4,54.0,6,48,18.0,18.2,64
WKD,18,W,1756,FOXCHASE,CEDARBRO,"3,040",80,76.2,69.0,9.2,0.242,0.00,0.00,61,63.1,174.1,2,61,33.0,34.1,64
WKD,18,W,1757,OLNEYTER,CEDARBRO,"3,039",20,29.9,30.0,9.2,0.150,0.00,0.00,16,41.0,50.7,1,38,17.0,17.1,53
WKD,18,W,1805,OLNEYTER,CEDARBRO,"3,042",16,29.0,30.0,9.2,0.110,0.00,0.00,14,32.4,36.5,2,34,12.0,13.1,62
WKD,18,W,1807,FOXCHASE,CEDARBRO,"3,028",67,69.1,65.0,9.5,0.208,0.01,0.00,53,58.1,148.2,2,65,30.0,30.1,73
WKD,18,W,1813,OLNEYTER,CEDARBRO,"3,043",13,27.8,29.0,9.6,0.087,0.00,0.00,14,28.1,28.9,1,21,11.0,10.6,56
WKD,18,W,1817,FOXCHASE,CEDARBRO,"3,044",52,72.6,64.0,9.5,0.158,0.01,0.00,49,43.0,113.7,8,65,22.0,25.6,74
WKD,18,W,1827,FOXCHASE,CEDARBRO,"3,048",59,65.7,63.0,10.1,0.201,0.00,0.00,49,54.5,136.4,9,57,30.5,29.8,66
WKD,18,W,1836,FOXCHASE,CEDARBRO,"3,036",51,68.6,62.0,10.2,0.156,0.00,0.00,52,43.9,117.7,5,49,20.0,22.6,65
WKD,18,W,1846,FOXCHASE,CEDARBRO,"3,029",47,67.2,62.0,9.9,0.151,0.00,0.00,43,42.2,108.1,3,48,23.0,23.4,76
WKD,18,W,1857,FOXCHASE,CEDARBRO,"3,038",55,70.2,62.0,9.5,0.151,0.00,0.00,49,47.0,112.5,10,48,20.0,22.3,71
WKD,18,W,1911,FOXCHASE,CEDARBRO,"3,031",55,70.6,62.0,9.5,0.176,0.00,0.00,48,48.2,130.8,8,54,24.0,25.5,78
WKD,18,W,1925,FOXCHASE,CEDARBRO,"3,034",46,64.7,61.0,10.1,0.154,0.00,0.00,45,43.4,110.0,9,47,19.0,21.8,68
WKD,18,W,1940,FOXCHASE,CEDARBRO,"3,035",51,67.5,59.0,9.8,0.159,0.62,0.06,46,45.4,121.3,8,84,24.0,24.8,77
WKD,18,W,1955,FOXCHASE,CEDARBRO,"3,052",41,67.9,59.0,9.5,0.140,0.00,0.00,41,36.9,104.1,7,36,20.5,21.0,72
WKD,18,W,2010,FOXCHASE,CEDARBRO,"3,051",36,63.6,59.0,10.2,0.121,0.00,0.00,38,35.2,90.5,7,35,16.0,17.2,60
WKD,18,W,2025,FOXCHASE,CEDARBRO,"3,032",39,62.1,59.0,10.4,0.142,0.00,0.00,40,38.0,100.8,3,35,20.0,20.5,64
WKD,18,W,2040,FOXCHASE,CEDARBRO,"3,040",42,60.2,59.0,10.8,0.152,0.00,0.00,42,41.8,107.5,7,41,20.0,21.4,67
WKD,18,W,2055,FOXCHASE,CEDARBRO,"3,044",41,68.6,59.0,10.2,0.130,0.00,0.00,45,36.1,99.7,8,34,18.0,19.3,68
WKD,18,W,2110,FOXCHASE,CEDARBRO,"3,036",31,68.5,59.0,10.2,0.096,0.00,0.00,39,27.7,75.8,5,24,14.0,13.9,60
WKD,18,W,2128,FOXCHASE,CEDARBRO,"3,038",40,64.7,59.0,10.2,0.144,0.00,0.00,41,37.7,106.6,9,35,21.0,21.3,70
WKD,18,W,2147,FOXCHASE,CEDARBRO,"3,031",42,64.3,58.0,10.3,0.134,0.00,0.00,41,40.1,96.0,8,42,21.0,21.4,71
WKD,18,W,2210,FOXCHASE,CEDARBRO,"3,035",53,68.8,57.0,10.0,0.144,0.00,0.00,48,47.2,109.9,12,45,25.0,25.8,75
WKD,18,W,2232,FOXCHASE,CEDARBRO,"3,052",42,68.6,54.0,9.4,0.114,0.00,0.00,39,37.2,92.0,10,48,21.0,22.2,74
WKD,18,W,2256,FOXCHASE,CEDARBRO,"3,051",34,65.1,51.0,10.1,0.106,0.00,0.00,38,33.3,86.0,3,31,19.0,18.7,63
WKD,18,W,2318,FOXCHASE,CEDARBRO,"3,044",40,57.8,50.0,11.6,0.125,0.00,0.00,40,42.8,89.9,11,43,24.0,24.3,76
WKD,18,W,2340,FOXCHASE,CEDARBRO,"3,038",31,65.0,49.0,11.0,0.089,0.00,0.00,39,29.2,73.7,6,26,16.5,16.3,66
WKD,18,W,2404,FOXCHASE,CEDARBRO,"3,031",24,65.1,47.0,11.1,0.075,0.00,0.00,33,22.9,65.5,3,24,12.5,13.1,68
WKD,18,W,2426,FOXCHASE,CEDARBRO,"3,035",17,61.5,47.0,10.7,0.054,0.00,0.00,24,17.3,45.8,4,30,10.0,10.5,69
WKD,18,W,2448,FOXCHASE,CEDARBRO,"3,052",16,61.0,47.0,12.2,0.050,0.00,0.00,24,16.6,41.7,4,25,10.0,9.8,63
WKD,18,W,2510,FOXCHASE,MICHNWAD,"3,051",15,43.7,42.0,13.4,0.065,0.00,0.00,20,20.5,43.3,4,17,9.0,9.4,60
WKD,18,W,2535,FOXCHASE,MICHNWAD,"3,038",14,45.1,42.0,13.2,0.062,0.00,0.00,18,18.7,40.9,4,18,8.0,8.5,71
WKD,18,W,2710,RISINSUN,MICHNWAD,"3,001",13,29.3,32.0,12.7,0.063,0.00,0.00,17,26.3,25.4,3,16,7.0,8.0,37
WKD,18,W,2900,FOXCHASE,CEDARBRO,"3,001",62,59.5,49.0,10.7,0.195,0.00,0.00,42,62.8,139.6,17,63,41.0,40.0,74
WKD,18,W,3114,FOXCHASE,CEDARBRO,"3,001",96,72.5,65.0,9.1,0.315,0.81,0.00,54,77.8,210.4,14,74,50.5,47.8,64
WKD,18,W,3347,FOXCHASE,CEDARBRO,"3,001",70,68.4,65.0,9.6,0.207,0.00,0.00,53,60.6,145.5,12,54,30.0,30.7,72
